,Simple AClanPSO,EIS-L2-k0.2C AClanPSO,EIS-L2-k1C AClanPSO,EIS-L2-k2C AClanPSO,EIS-L2-k0.2L AClanPSO,EIS-L2-k1L AClanPSO,EIS-L2-k0.2A AClanPSO,EIS-L2-k1A AClanPSO
Precision mean,1.6971245666186103,1.815205734319357,2.2228580783006002,3.0948823711474303,1.6929940473026506,2.1022620547999433,2.010061329830394,2.333256553896562
Precision std,0.640994123337893,0.5969162904492927,0.8301783556412681,0.8714484689242111,0.6543231205166811,0.5178634994328695,0.6060295610415164,0.7342613308223339
Precision median,1.7233189119602526,1.9882429760334488,2.2247951531855463,3.1384687634591826,1.7233189119027998,2.2232526094567335,1.9913695935037063,2.4371368621159366
Best precision,7.436902467327595e-09,7.441393799497744e-09,8.009943569750457e-09,1.406611189914702,7.801433455001311e-09,0.9949586326588502,8.479760475397042e-09,2.7199640098344333e-06
Mean iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Maximum iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Mean iteration CPU time,0.013884619140624999,0.01523720703125,0.014927392578125,0.014624853515625001,0.014552343749999998,0.014550537109375001,0.014458056640625,0.014499072265625
Mean experiment CPU time,69.453125,76.214111328125,74.66162109375,73.15185546875,72.7900390625,72.77783203125,72.317138671875,72.5234375
Experiments,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
No. clans,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Particles per clan,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
