,Simple AClanPSO,EIS-L2-k0.2C AClanPSO,EIS-L2-k1C AClanPSO,EIS-L2-k2C AClanPSO,EIS-L2-k0.2L AClanPSO,EIS-L2-k1L AClanPSO,EIS-L2-k0.2A AClanPSO,EIS-L2-k1A AClanPSO
Precision mean,10.173924961996676,7.52595859849042,5.085545716256522,5.709403021165372,7.596460066609712,4.783704243680846,10.156748823978125,10.156813288026267
Precision std,3.539459440240771,3.592827387019536,2.824601887097822,13.094282639577356,3.640217588439298,2.6316000685498895,3.6641880672277463,3.953040702050426
Precision median,10.392654353806533,7.162495780640665,4.59000918580939,4.5902231415127215,7.250179923892656,4.587822719034625,10.064462765460952,10.36596857285481
Best precision,0.14550527739640398,0.1416581207479944,0.10016742116155963,0.1001674211615598,0.14165812551445514,0.10016742116155732,0.14189231965287166,0.07988328497828225
Mean iterations per experiment,4707.61328125,4168.28515625,2940.7734375,3442.4375,4496.86328125,3021.025390625,4729.876953125,4754.240234375
Maximum iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Mean iteration CPU time,0.009524225039108566,0.009830234972801933,0.009560192562869262,0.007774889646543883,0.006988407508589015,0.00772591216091764,0.007019982940815733,0.005111753774166106
Mean experiment CPU time,44.88948970826563,41.001245870341776,28.14494478016792,26.665587020781437,31.372571468863498,23.327727431439513,33.187374633484154,24.32059923931871
Experiments,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
No. clans,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Particles per clan,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
