,Simple AClanPSO,EIS-L2-k0.2C AClanPSO,EIS-L2-k1C AClanPSO,EIS-L2-k2C AClanPSO,EIS-L2-k0.2L AClanPSO,EIS-L2-k1L AClanPSO,EIS-L2-k0.2A AClanPSO,EIS-L2-k1A AClanPSO
Precision mean,2.466188527691273,2.357563329939552,1.922367212570696,1.894879102209488,2.3795728707440102,1.9246421985065503,2.486770573224079,2.3510813310181042
Precision std,0.5669957139367805,0.6556495855123237,0.6336778728689901,0.6202125851789813,0.6468543452941741,0.5885516790235547,0.6005959261661284,0.5814528808973466
Precision median,2.4376352040474187,2.224795157132911,1.9899172690109168,1.9899172687345956,2.2247951573558167,1.9899172724384044,2.437088229540505,2.2251926540864573
Best precision,0.011057816890968526,1.2029612760913635e-08,9.468008501994536e-09,1.020213547712061e-08,1.6477610322631516e-08,1.1085138610824764e-08,0.008949067654419203,0.994457331919631
Mean iterations per experiment,3587.974609375,2220.66796875,2807.09375,3537.267578125,2297.119140625,2737.220703125,3606.810546875,3634.693359375
Maximum iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Mean iteration CPU time,0.010182105893925973,0.010344049169787465,0.010541702718507281,0.010330195222442627,0.008287554375757128,0.008491178828328526,0.00860052110286882,0.007949039577446887
Mean experiment CPU time,36.57491257828711,22.99733767801172,29.60164735304688,36.56713327139842,19.130057388874725,23.28307439191599,30.963513118820387,28.844723704951235
Experiments,512.0,512.0,512.0,512.0,512.0,512.0,512.0,512.0
No. clans,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Particles per clan,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
