,Simple AClanPSO,EIS-L2-k0.2C AClanPSO,EIS-L2-k1C AClanPSO,EIS-L2-k2C AClanPSO,EIS-L2-k0.2L AClanPSO,EIS-L2-k1L AClanPSO,EIS-L2-k0.2A AClanPSO,EIS-L2-k1A AClanPSO
Precision mean,2.889109048124334e-05,2.8151299829014686e-05,2.9022919438575888e-05,3.657195210250222e-05,2.9633726114398527e-05,3.737429470943508e-05,2.9309915273084747e-05,2.6292131868673226e-05
Precision std,1.8421331063256645e-05,1.529424670375054e-05,1.7854685877856726e-05,2.2206657836538725e-05,1.712124954864058e-05,2.256917888759789e-05,1.5178038282294868e-05,1.2078171701222161e-05
Precision median,2.5950350773891257e-05,2.537581779155381e-05,2.4505257909445147e-05,3.0036795013183495e-05,2.7239102790881026e-05,3.076130413166747e-05,2.6943412542411967e-05,2.456568572663678e-05
Best precision,4.598957624010161e-06,4.81957790165716e-06,6.746770137259496e-06,6.232205215503121e-06,1.0431585343518094e-05,7.247470020925863e-06,4.97344880762291e-06,6.396652610241184e-06
Mean iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Maximum iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Mean iteration CPU time,0.010392236328125,0.010766552734375,0.010811132812499999,0.01087109375,0.010819921875,0.010827099609375,0.010757958984375,0.01085537109375
Mean experiment CPU time,51.98291015625,53.858642578125,54.079833984375,54.3818359375,54.125732421875,54.1630859375,53.81640625,54.308349609375
Experiments,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
No. clans,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Particles per clan,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
