,Simple AClanPSO,EIS-L2-k0.2C AClanPSO,EIS-L2-k1C AClanPSO,EIS-L2-k2C AClanPSO,EIS-L2-k0.2L AClanPSO,EIS-L2-k1L AClanPSO,EIS-L2-k0.2A AClanPSO,EIS-L2-k1A AClanPSO
Precision mean,2.5738885395867053,2.3186706485368296,1.7341063342394172,1.8572646096386762,2.3131190373700825,1.9482372700620871,2.555749745049333,2.337486890803108
Precision std,0.5382272517778309,0.5889514619123796,0.5643241516049813,0.5429816735497915,0.5845014987658956,0.5365461672462025,0.4988498662057922,0.5380144492795992
Precision median,2.6302810329307156,2.437136861038053,1.7233189126623096,1.8566180946273934,2.437138910700238,1.9899172744575693,2.436589092330396,2.435386771564889
Best precision,1.406042526511478,0.9949586328988463,1.3392392519449371e-08,9.189991816129147e-09,0.9949586283036869,0.994958632802051,1.7208068686613462,0.9948606624460993
Mean iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Maximum iterations per experiment,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Mean iteration CPU time,0.0119080078125,0.012304443359375,0.012342333984375,0.012420605468749998,0.01250419921875,0.012224560546875,0.012280322265625,0.012221044921875
Mean experiment CPU time,59.571044921875,61.55078125,61.736328125,62.132568359375,62.549072265625,61.14697265625,61.431884765625,61.13720703125
Experiments,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
No. clans,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Particles per clan,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
